run,iterations,gain_mc,bw_mc,gain_mc_arr,bw_mc_arr
run_0,"[1.000, 2.000, 3.000, …]","[1.004, 1.003, 1.004, …]","[8.929e+06, 8.813e+06, 8.753e+06, …]","[1.004, 1.003, 1.004, …]","[8.929e+06, 8.813e+06, 8.753e+06, …]"
